Trame codée bruitée,Trame binaire originale
"0.8237463447397759, 1.0948512892494093, 1.1205412277555156, -0.9532501877117272, -0.9714060044277003, -0.8233090950729921, 1.0090214973928036, 1.0147482648736748, -1.0212729732941754, 0.8740226384180132, -1.125101743931873, 0.9472455300688029, -1.0803304117024715, -1.125124065920556, -0.9032658943622176","0.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-1.0151321244538698, 1.0699796054608932, 0.8644617259561708, -0.6817072094651985, -1.0002766566739008, -1.1000346157397598, 0.9663548826200329, 1.1671985957167388, 0.9621989426857466, 0.9327650009774064, 1.2131645399482667, -0.9851678649462133, 0.9901163559959885, 1.067544727399208, -1.0701120053964401","1.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-1.2469760093037605, 1.0703597317183156, -0.8086631085762641, 0.8089220207868623, -0.8531900012353048, 0.9388992395536775, 1.1744545868976823, 1.056587269767616, -0.9048748845144685, 1.097219654658192, -0.7563108397020368, 0.7822296218239853, 0.8087538212537803, -0.9020767723935622, 1.0705483382476744","1.0, 0.0, 1.0, 0.0, 1.0, 0.0"
"0.9552393625985854, 0.9194283166935292, -0.7356774046540493, 1.3004196635346978, 0.78405912276831, 1.1184304985009272, -1.0044382325236816, -0.8864325348872497, -0.9605135742713525, -1.1601957936755187, 0.8880806434678137, 0.8039201711357926, 1.0904279199542544, 1.0086949427438834, -0.6883149811597002","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-0.8323688015520374, 0.853742997035225, 0.8163650628061301, 1.0470503891385867, 0.901818606679212, -1.0212958893970332, 0.9946971773574168, 1.205056737820392, -0.8086282221229227, -0.9646150606418683, 0.7766425107858529, 0.8202355281206121, -1.0288016356900669, 1.022807919691437, -0.9446163182624032","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-0.8802729782056773, 1.0900512962007716, -0.85337032996843, 1.061141380711859, 1.0632595075488802, -0.7566040093066736, -1.0783779942766973, -1.1579712535947169, 1.3143439197541766, 0.8325531018122461, 0.930619815552141, 0.7873113794628684, -0.9586329325254693, 1.019420134781092, 1.0614436919652408","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-1.0325108792876918, 0.9863343821388083, -1.0109290965369673, -1.1128439800868868, -0.9440451956481262, 0.8473395734051314, -1.2626395757118876, -0.9964360831579131, -1.1045315693319033, 1.1497009260543836, -0.8146573281107916, 1.083947614708529, 0.8073264937959576, -1.0826304044870294, -1.0504794817699679","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-0.747388162467378, -1.0058349907937407, -1.0456328450242083, -1.1139494520529285, -0.8201406973454833, -1.2381341016934457, -0.8677721722725493, 1.0225083128413925, -0.9753742428862893, 1.0848615543969808, 1.0584300588851674, -1.0357808470047667, -0.9841962780639536, 0.8943960282928053, 0.9532892580597886","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-0.9005989429309006, -1.0816064356131916, -0.7033883316581455, -1.276763488523872, -1.20727778162057, 1.2494842044356054, -1.0161831054470236, 0.9737350894854766, -1.0876519856768614, -1.03667555952103, -1.0708295111714525, 1.2016206550094275, -0.9243002072217629, -0.8373216330723722, -0.794716372785998","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"1.15224687606001, -1.1035686312586004, 1.3695154957940257, 1.1365304214624605, 0.9844739791995719, -0.9735364008792792, 1.0653348265668987, -0.9623542390494889, 1.1492258485840472, 0.9866065690221175, -1.2983767773078214, -1.3298767287204343, -1.117531258366143, -1.1232086225641842, -0.9891387851003988","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.0107060384017164, 0.7651060629068113, 1.347600920437401, 0.764369349385994, 0.871909820708703, 0.9919029234786673, 0.826234268793102, 1.170652823088667, 1.0877418757005919, 1.0788110730953524, 1.0040593441228667, 1.0315370107097195, 0.8938393582380942, 1.3796192774251657, 0.820794356251057","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"0.7208322246996173, -1.0331133963467347, -1.0646154057677821, 0.9502418214487238, 0.7800564571095927, 0.9600706245202709, -0.9801438795848878, 0.6526982961334425, -1.0640803158993488, 0.9564492762013185, 0.8771471127225516, 0.7246416577003527, -0.8304806757792285, 0.9410851546807523, -1.0850933726295913","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"1.1926076827523377, 0.8634822726984026, 0.9495294282110536, 1.1407856538574719, 1.1898212489527198, 0.915426500002187, 0.9564083913391489, 0.9015105885045314, 0.8240449098667655, 1.170315235568207, 0.9981938905758002, 0.9758373924900616, 0.9622608489476898, 1.2445682019444086, 0.8865599476811606","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"1.0313938828740254, 0.9792473104627245, -1.0107891337726576, 1.1728563196203876, 0.7540759743973944, 0.8562256131053163, -1.0816381176010104, -0.8355262562551431, -0.9576438777231844, -0.8538710327875569, 0.9093571215653335, 1.0556019615748016, 0.9706822002952169, 1.0710517044139347, -1.0456154928501458","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.0539255205416687, -0.8684462264466185, 1.0981285801317706, -0.9897156732896664, -1.136900913782505, 0.9356938807913472, 0.8758775167047302, -0.7285892232579001, 1.1618892420025457, 0.821999077115378, -1.2664735709994834, 1.1285365661420315, -1.017064415128846, -1.0944049274521186, 1.1364624281923694","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-1.1475664776838903, -1.0984475175083528, -0.8760935026702893, 1.0800013080665294, 1.040160245771162, 1.0849313007411607, -0.9620996034738053, 1.06144526683489, 0.8354125213268836, 0.9265503611616543, -0.7112567202391652, -0.9755481628521184, 1.0940221231751694, -0.839727117834107, -1.1880735140751402","1.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"1.1496400134983875, -0.6488786127792086, -0.9890561678364245, 1.233021182606812, 1.0950937421221467, -1.005144521498603, -1.305702974931867, 1.0625266364649166, -0.9562681793740453, -0.9033869459798191, -0.9261711888895117, -1.1059321620034899, -0.961193117135236, -0.8957342905478491, 1.0622407591211427","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"-1.0866362014776902, 1.1966737491829407, 0.9552074665888817, 0.8557953777357996, 0.9215627305071787, -0.8739256043315076, 0.9804812644928852, 0.9169905938586327, -0.8007765382411437, -0.7046666120343713, 0.8775313258626786, 1.3300581412716204, -1.0637639652859934, 1.1437266550377634, -0.9629155353496824","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-0.9775339837001897, 1.2095062040231366, 1.0922439835253763, 1.00834613024525, 0.9969746805079971, 1.1565476555775365, 0.8367064089138222, 0.8634469532998814, -0.6126688459469156, 1.02722727539948, -1.1969876004969686, -1.0046729340594456, -0.9617050454138525, -0.8837792337540222, 0.9679885377739278","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.960839808569804, 1.155347969901114, -0.9358942512857804, 0.8920682293339557, 0.7669296588353032, -1.0741739694950536, -0.9569892546971097, -0.9343685990787707, 0.9607524832550978, 0.7895432938421997, 1.0789234851214518, 0.8229425595314561, -0.8819296312057483, 0.9112140906916704, 0.9584124108372563","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"0.7763976028965585, -0.8593073714418006, 1.2057308246103067, 1.264231171638911, -1.1925895225659897, -0.9927528775669392, -1.0615929736938787, 1.1916941242895533, -1.2274436895985454, -0.978494626293539, -1.1207653483311057, 0.9470339611245192, 1.140361974372216, -1.018529716644338, 1.043912281470942","0.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"0.7438227498629588, 0.9020233469387458, -0.8738724350173409, 0.8882988232679807, -0.7600562850655372, -0.9357762804049556, 1.3036276720502806, 0.7460880440136729, 1.3533750978722305, -1.0823630579122454, -1.1241976291192015, 0.940053842182931, -0.8546537539184356, -1.0326383753671717, -1.1679114835175362","0.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"0.8906326544532281, 1.057083173915331, -0.9656019874329946, 0.8578991282153409, 0.876270852199662, 1.109092193385675, -0.8049407231492861, -0.6648318791728822, -0.992581594988078, -0.8903108553325881, 0.9809151943230627, 0.9742252103778641, 1.1134098382087956, 0.9083955571481263, -1.0248131378587992","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.2978378747032555, -1.1547463973758978, -0.9725683592547942, 0.986143362462689, -0.9737792827214451, 0.8428109693503237, 1.0363565137595105, -1.007557752881497, -0.8785459793766301, -1.0709595691373357, -0.7082787939886447, 1.1736104298497936, -0.7772926066684566, -1.1081871477784633, 0.9643690356556616","1.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"0.9870853073004926, 0.8076661429759824, -1.113025357980684, -0.9403532282562477, -0.8159884359029851, -0.9730385211071337, -0.9056617873953593, -0.8239015218269649, 1.1232291929964593, -0.971734022332141, -1.3276421892670678, 1.0347250785536004, -0.9973503483418354, -0.9912927777568598, 1.197754802733597","0.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"-1.1193870186659625, -0.8474337848584589, 0.941523052695512, -1.1820474426418885, -1.033560456002788, 0.866096291981087, 1.015165159021875, -0.817865250837364, 0.8945397018854533, 0.7719396486649441, -1.1307559303842116, 0.9666969396180265, -0.7363311382034106, -0.8648931480739722, 1.0976979610389594","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"0.7019706430965288, -0.8397140934971631, -0.8438578659190775, -1.106371663829709, -0.8233518962773223, -1.1068719211975429, -0.9579019517191225, 0.8460345168530309, 0.8901440579222017, 1.2063201790969247, -0.9882296079714238, 1.129328329078637, 1.0950691815832905, -1.0052846997131235, 1.0211206796864503","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"1.0144788474055877, 1.1433971920049233, -0.9114033312063383, 1.0524054514331707, 1.3752788914341294, 0.6738274320470592, -0.9251256702274854, -1.1082428053333493, -0.9536957391145698, -0.9480494474592586, 1.1076791114026803, 0.80811654387707, 1.0493963362396965, 0.6648466573949343, -0.8803668928854965","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.035665428091457, 0.9054158696322392, -1.1953229199473698, 1.2393333923088645, 1.15564140771301, 1.0466855490161624, -1.0687442356752246, -1.0992812792378106, 0.9872942295917666, -0.8820744034882237, -1.2771263438391007, -0.8492711066785005, -1.2026631716009157, -1.018062936347101, -0.9721610552968719","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"0.9519697520280967, 0.9219795104839332, -1.1485066875672083, 0.850675946909188, -0.8977845565696783, -1.2024218215210625, 0.9229375719866514, 0.7697980385729557, 1.067913783736977, -1.0108505936249723, -1.140825382940303, 1.0211646614958638, -1.0283811113003751, -0.897968871525468, -1.1266163763134645","0.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.0557840794348776, 0.9719831574577035, 1.0639076111492025, -1.188985519722108, -0.9927270492294296, 1.1506047777181634, 1.1489751763964706, 0.9908529503082805, 0.9628386620546903, -0.9444632453387529, -0.8988421563396335, 1.0092200995140748, 0.8260716193361375, -1.3087245494683037, 1.0480252978688125","1.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"-1.070390887391891, 0.8873730151569822, -1.2622318150940657, -0.8020837955958765, 1.1489388049537512, -1.0252131230926962, 1.2397625508431687, 0.8325904648920696, 0.9173817119828015, 0.9347578296259875, 0.8185974766892962, 0.9736533877770185, -0.8734229802126777, 0.727547976869657, -1.2283174978571976","1.0, 0.0, 1.0, 1.0, 0.0, 1.0"
"-0.9989812371699333, -1.2826406633645495, -1.1499112867911694, -1.2941024040452982, -0.7725837753165725, -0.9671065808895425, -1.0057229697016359, 0.8197121629195289, -0.9809641917609422, 0.9141175338648488, 1.0443949787945872, -1.0248164014893721, -1.1433550539455946, 1.0722636838404103, 0.8846707377772726","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"1.0169894699856545, -0.8022030686594345, -1.030412467198019, -0.8362332058464592, -1.1537007761707359, -1.0914576645919942, -1.1043514904471363, 1.1171091521842278, 0.7494671368126651, 1.1002119932785046, -1.0860879291425747, 1.1248599248799793, 0.8785792043834669, -1.1545043060839695, 0.8493145956537379","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-1.1246048243327216, -0.9046230175530275, 1.0844103701579189, 1.009845202268782, -0.9998266802781769, -0.8936585819112957, -0.9408004647101789, 1.042598123666156, 1.187091505572593, -1.1149835089095828, 0.9347271297520758, -1.0058589396010094, -1.1667603825773805, 1.1272280978759135, 0.7418919487588624","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"0.9691083023135207, -0.936914926751726, 1.0132294610521342, 1.129365552739211, -1.2060010577684694, 1.1274591042346103, -1.1233773332836328, 1.2511784478319774, -0.9159846843980101, 0.8288301778892584, 0.9515128944480784, -0.9690149786148213, 1.0065661475076784, 0.8866266026959807, -1.20293551434351","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"1.1591152377978093, -0.8173721693778556, -1.2256665876921589, 0.952411563832967, 0.9256768972225569, 0.8752163346913062, -0.7002781128569598, 0.9765981282610786, -1.026578980424077, 0.8701697497985721, 1.0462997087315935, 0.8958624437570187, -0.7549190070120958, 0.8247925249367882, -1.1101625579248635","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"-0.7009794255966204, 0.9641231121836866, 0.9431746048369268, 0.8832586111507463, -0.8841952826210673, -0.8414495846192602, -1.1333827319076273, -1.1791684476136162, 0.9700458073948357, 1.1046699078281852, 1.0968334367476322, -1.09960717781437, 1.0738575911826171, 1.0834147665954736, 1.0662591720291492","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"1.081748531922734, -1.0649521124273351, 0.8859306836487618, -1.1925150685815338, -0.9229218459297825, -0.9889543120910016, 0.6963286772546673, -0.9737711370911255, -0.9144907272317186, -0.8463591646717228, -0.871937970813421, 1.213787820339884, 1.0962037251126169, -0.8244494842254662, -0.9471477882078668","0.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"-1.0210886079523702, -0.855356166558932, -0.9916012278218451, 1.0002879653467036, 1.0336184195449256, -0.8540117481485716, -1.0715595930318005, 0.9385378046878458, 1.1151590404246727, -0.8041645736347095, 0.9716814099271494, 0.9465378078411153, 0.998995165399897, 1.2162605925722363, 1.0089154458905218","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"-1.001734778156747, -0.9829064424451011, 0.9577092327172482, 1.1224763600604442, -1.025024348567035, -0.9330916516811294, -1.1154539996944672, 1.2908722434703839, 1.0935239559631538, -1.0003480759757999, 1.0610770164613235, -1.052166245199207, -0.9112347845783444, 1.0576571556833525, 1.0116782261885677","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"0.8596390431762335, 0.9135677264871136, 0.9262036058580213, -1.0304862437979916, 0.9201630980283244, -1.0812477562727147, -1.0581262179856006, -0.8995045524092024, 0.9327762276478465, -1.0379686483293844, -1.1698827683233104, -1.1217479115631317, 1.0705267723484986, -0.8418734994259267, 0.9327109406987193","0.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"-0.8172834450851761, -0.8683993157448989, 0.7994417341013171, -1.086324951412338, 0.9090901007063772, -0.7971034923682183, -1.147577791563435, 1.218179365774018, -0.9256191233315783, 1.1064393454660193, 1.2645591444516442, 1.0396372321148029, 1.1553062600606332, 0.9131106414623281, 1.225835855459878","1.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"1.2522095397968824, -1.0911747994003895, -0.8684092163229918, -1.0110988997373456, 0.7230849754978237, -0.9978956454748091, 1.042882431242226, -0.9564459844453798, -0.9764148872038151, -1.1154805673927075, -0.89842058316352, -1.012139220027071, -0.985556930147039, -1.0259117222571212, -1.1661353126347713","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"1.1437256813326968, 1.1374810766796974, -0.6608472839375088, 1.1205369507690566, 1.1198978037523792, 0.930937850789799, -0.7283988475509023, -0.9503832318852339, -0.7563101562159017, -1.018227980698224, 0.8389662040226064, 1.1108079517119038, 1.0279937171124247, 0.8657813252562119, -1.1204975327767817","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.1815248155066356, 0.8618635155689852, 0.8723695023008177, 0.9818645547664846, 0.91330838311724, 0.7604172398063709, 0.8646100929774552, 1.2402519755836152, -0.947511236248543, 1.132713442105966, -0.959809521814589, -0.9910772132049492, -0.9236517380709106, -1.0090092235313013, 1.0625244315246518","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-1.0277997620455819, -1.202711908479719, 0.9773758864684781, 0.8353182453507546, -1.24326952550439, 0.8709132629740909, -1.1512471782939722, 1.0185107036990735, 1.0440523386312315, 1.0947058542154733, -0.9983039212092715, 0.8635045521732806, -1.2529281206391414, -1.0989147546970557, -0.8890083246083164","1.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"1.070103707581484, -1.1116845657765282, 1.362172181562382, 1.116220398283483, -1.288633341184064, -1.0309562607830896, -1.1479845320987552, 1.0208408400094224, -1.0007643622985534, -1.1444756207800264, -1.0401853599431188, 1.1962665240604067, 1.1748302169277303, -0.9228490270870829, 0.9569062238027045","0.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"1.1205553346859825, -0.8618507405403885, 1.0018689172425312, -0.918142234798828, 1.0234240264510404, 1.0079508349166602, -0.9494981480799876, 0.9532330882791713, 0.9432487710669298, -1.0902672286086261, 0.692141664652805, 1.011051101264633, -1.003978594010305, 1.2569142022564825, -1.00943892108101","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"-1.1598311976268894, 0.7282469103016428, -0.9855534496345068, 1.0845038059670107, -0.8666335598601704, 1.1517233264325586, 1.0302272434818025, 1.056591343670951, -1.0582251806919871, 0.853985542270091, -1.2099739099734468, 1.3180907094045509, 1.06111103890444, -0.8694103093775567, 0.9067219663924152","1.0, 0.0, 1.0, 0.0, 1.0, 0.0"
"1.1953536714467532, 1.0558747519183447, 0.9634030286027715, 0.9563324934269413, -0.9288450076498995, -1.1738978513889318, -0.9973839362315953, -0.7516034422151597, -1.1842255088169762, 1.0628676439159046, -0.8913045759595954, 0.9718032611005091, -0.8579685383348612, -0.9289604570344825, 0.9694111599845865","0.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"1.0609899046031857, 0.997025304535264, -1.079219874216039, -0.8537229281861045, -0.9511068447527302, -1.0277323565236254, -1.0188486522796647, -1.034419852164333, 0.9240725738196959, -1.0440305104304755, -0.6800253480827514, 1.245653436801005, -0.7218145960396378, -0.8319187532679512, 1.1452950872321161","0.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"-1.205777186509039, -0.8216299359209234, 1.193196932872414, -1.0121720775131344, 0.9517430076592304, 0.9574013563738072, -0.7088097025554391, 1.298735365314138, -0.8982707091247503, -1.2015289198831387, -0.9901580495951057, -0.8389189084501902, 0.991276986280504, -1.101729335002445, -0.9518624912225256","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"1.221297412998027, -0.8105656914463494, -1.0565026175715244, -0.8246349536737755, -1.0843578903216804, 1.0060052233827186, -1.3170495826785285, 1.1510630587235562, 0.9600113958474482, -1.2845248493888004, 1.3147790265151864, -0.9323959578689472, 0.9386694383170124, 0.8796176868485175, -0.9263735130165069","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"0.8816586375621789, 0.7112073126837369, -0.9899734084105275, -0.8876955822708639, -0.748782101543036, 0.9027891342278993, -0.9479954744260151, -0.7299027082904199, 1.2948433514835926, 0.9408248619446631, 0.9049891352299874, -0.9430490581898205, -0.9497557942604764, 0.9782156682019231, -0.8944262225941402","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"0.9650272314294015, 1.12085254928062, 0.964610840785547, 1.0327632056889406, 1.0255411643651309, -0.8709515373590297, 1.144510955654442, 1.111640741574823, 0.9352457711050853, -0.8946980793405367, -1.286687725845428, -1.103479790243581, 0.9996595191705573, -0.9948826760289895, -1.1233438090873107","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
